0 20742 msmarco_doc_01_1096704360 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.4, 0.4, 0.0, 0.0, 7.8419037, 7.8419037, 40.43862, 34.037254, 19.480688, 19.480688, 0.0, 0.0, 9.661606, 9.661606, 0.0, 0.0, 0.0, 0.0
1 20742 msmarco_doc_13_1253233620 3.0, 3.0, 5.0, 5.0, 0.6, 0.6, 1.0, 1.0, 3.0, 4.2426405, 17.191715, 18.392645, 40.43862, 34.037254, 19.480688, 19.480688, 28.659882, 35.4363, 72.365974, 78.24689, 9.661032, 13.846113, 13.454405, 13.515595
1 207426 msmarco_doc_01_1096704360 0.0, 1.0, 3.0, 3.0, 0.0, 0.25, 0.75, 0.75, 0.0, 1.4142135, 15.961833, 16.086836, 29.941345, 23.945793, 13.188827, 13.188827, 0.0, 14.082765, 67.88241, 68.67044, 0.0, 5.2608705, 7.681426, 7.658437
0 207426 msmarco_doc_13_1253233620 0.0, 1.0, 2.0, 2.0, 0.0, 0.25, 0.5, 0.5, 0.0, 1.0, 3.1462643, 3.4641016, 29.941345, 23.945793, 13.188827, 13.188827, 0.0, 2.5079014, 4.266708, 4.764681, 0.0, 0.0, 0.0, 0.0
0 20743 msmarco_doc_17_1168723052 0.0, 0.0, 5.0, 5.0, 0.0, 0.0, 0.71428573, 0.71428573, 0.0, 0.0, 34.649532, 34.649532, 42.17021, 31.41431, 17.784899, 17.784899, 0.0, 0.0, 38.364277, 38.364277, 0.0, 0.0, 0.0, 0.0
1 20743 msmarco_doc_07_1041786936 0.0, 0.0, 5.0, 5.0, 0.0, 0.0, 0.71428573, 0.71428573, 0.0, 0.0, 10.33639, 10.33639, 42.17021, 31.41431, 17.784899, 17.784899, 0.0, 0.0, 19.321865, 19.321865, 0.0, 0.0, 4.531679, 4.5203137
1 207433 msmarco_doc_17_1168723052 2.0, 3.0, 9.0, 9.0, 0.2, 0.3, 0.9, 0.9, 2.0, 3.8284273, 64.722755, 65.06113, 72.02627, 59.858093, 37.445034, 37.445034, 19.503275, 26.289936, 248.14157, 249.99506, 10.739207, 11.255104, 21.13244, 21.21018
0 207433 msmarco_doc_07_1041786936 0.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.3, 0.3, 0.0, 0.0, 7.8284273, 7.8284273, 72.02627, 59.858093, 37.445034, 37.445034, 0.0, 0.0, 8.213672, 8.213671, 0.0, 0.0, 0.0, 0.0
0 207447 msmarco_doc_00_407404921 2.0, 2.0, 4.0, 4.0, 0.33333334, 0.33333334, 0.6666667, 0.6666667, 2.0, 2.828427, 10.85651, 11.712973, 40.119923, 30.355963, 18.70875, 18.70875, 13.257287, 14.899561, 24.493414, 27.728273, 5.3172064, 6.025095, 4.208744, 4.321671
1 207447 msmarco_doc_06_760418796 3.0, 3.0, 4.0, 4.0, 0.5, 0.5, 0.6666667, 0.6666667, 3.0, 4.2426405, 12.85151, 14.213587, 40.119923, 30.355963, 18.70875, 18.70875, 25.737152, 30.141659, 47.55406, 53.606956, 10.766629, 13.241238, 9.87149, 10.017708
