1 170482 msmarco_doc_05_1432482710 2.0, 2.0, 4.0, 4.0, 0.33333334, 0.33333334, 0.6666667, 0.6666667, 2.0, 3.1462643, 10.764665, 11.80922, 41.739304, 36.091705, 22.942665, 22.942665, 19.537209, 28.674397, 51.05372, 57.83506, 9.502726, 12.900703, 13.052725, 13.207764
0 170482 msmarco_doc_07_606182349 1.0, 1.0, 2.0, 2.0, 0.16666667, 0.16666667, 0.33333334, 0.33333334, 1.4142135, 1.4142135, 5.6055512, 6.433978, 41.739304, 36.091705, 22.942665, 22.942665, 14.421483, 13.873183, 18.353142, 24.407005, 3.6747398, 5.679295, 5.0984964, 5.6564617
0 170492 msmarco_doc_05_1432482710 1.0, 1.0, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 1.0, 1.7320508, 2.828427, 3.4641016, 43.874542, 37.2959, 23.681072, 23.681072, 10.197529, 16.99111, 20.669188, 25.314482, 4.984977, 7.3259974, 5.900177, 6.0260935
1 170492 msmarco_doc_07_606182349 1.0, 1.0, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 1.4142135, 1.4142135, 2.0, 2.828427, 43.874542, 37.2959, 23.681072, 23.681072, 14.421483, 13.873183, 14.615323, 20.669188, 3.6747398, 5.679295, 5.0984964, 5.6564617
1 170494 msmarco_doc_39_1676294818 2.0, 1.0, 7.0, 7.0, 0.2857143, 0.14285715, 1.0, 1.0, 2.0, 1.0, 21.84037, 22.140017, 50.317467, 43.1886, 26.90834, 26.90834, 17.003866, 6.1811457, 89.529724, 91.11183, 5.7651997, 3.649365, 15.6283045, 15.612242
0 170494 msmarco_doc_06_1420821182 1.0, 1.0, 3.0, 3.0, 0.14285715, 0.14285715, 0.42857143, 0.42857143, 1.0, 1.0, 7.5526924, 7.8416195, 50.317467, 43.1886, 26.90834, 26.90834, 7.418771, 5.8663287, 26.31686, 27.134293, 2.953937, 3.5393307, 6.87667, 6.9249372
0 170495 msmarco_doc_39_1676294818 1.0, 0.0, 3.0, 3.0, 0.25, 0.0, 0.75, 0.75, 1.0, 0.0, 9.744562, 9.830952, 33.46952, 29.734856, 19.180735, 19.180735, 10.197529, 0.0, 52.553425, 53.184727, 3.5379233, 0.0, 7.813831, 7.8137574
1 170495 msmarco_doc_06_1420821182 1.0, 1.0, 3.0, 3.0, 0.25, 0.25, 0.75, 0.75, 1.0, 1.0, 6.3166246, 6.6055512, 33.46952, 29.734856, 19.180735, 19.180735, 7.418771, 5.8663287, 30.95616, 31.773592, 2.953937, 3.5393307, 10.063415, 10.153577
0 170499 msmarco_doc_08_416541495 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 1.0, 1.0, 37.79551, 32.92426, 20.351023, 20.351023, 0.0, 0.0, 2.0864646, 2.0864646, 0.0, 0.0, 0.0, 0.0
1 170499 msmarco_doc_38_1060935474 1.0, 1.0, 5.0, 5.0, 0.2, 0.2, 1.0, 1.0, 1.0, 2.828427, 14.38926, 15.042924, 37.79551, 32.92426, 20.351023, 20.351023, 10.197529, 27.746367, 74.70631, 79.483055, 4.463383, 7.687472, 12.470312, 12.453823
1 1705 msmarco_doc_08_416541495 3.0, 3.0, 5.0, 5.0, 0.6, 0.6, 1.0, 1.0, 3.0, 8.656855, 15.877524, 19.04826, 37.610935, 34.060295, 23.300467, 23.300467, 27.411388, 76.17331, 85.99178, 105.61563, 8.365338, 17.60078, 16.305386, 16.657372
0 1705 msmarco_doc_38_1060935474 0.0, 1.0, 1.0, 1.0, 0.0, 0.2, 0.2, 0.2, 0.0, 2.236068, 2.6457512, 3.4641016, 37.610935, 34.060295, 23.300467, 23.300467, 0.0, 5.9611154, 4.2336493, 5.543148, 0.0, 0.0, 0.0, 0.0
0 170505 msmarco_doc_38_1060935474 1.0, 1.0, 2.0, 2.0, 0.25, 0.25, 0.5, 0.5, 1.0, 2.828427, 7.971652, 8.625316, 36.92115, 33.263496, 22.911905, 22.911905, 10.197529, 27.746367, 50.870247, 55.647003, 4.463383, 7.687472, 6.1383295, 6.162573
1 170505 msmarco_doc_00_835797420 2.0, 2.0, 2.0, 2.0, 0.5, 0.5, 0.5, 0.5, 2.0, 5.236068, 7.5485096, 9.464102, 36.92115, 33.263496, 22.911905, 22.911905, 19.91082, 48.832016, 52.224735, 65.0066, 9.170372, 13.975158, 10.835505, 11.070307
1 170506 msmarco_doc_38_1060935474 1.0, 1.0, 5.0, 5.0, 0.2, 0.2, 1.0, 1.0, 1.0, 2.828427, 18.20772, 18.861385, 34.223747, 28.530228, 17.90338, 17.90338, 10.197529, 27.746367, 72.04251, 76.81927, 4.463383, 7.687472, 9.373637, 9.365042
0 170506 msmarco_doc_00_835797420 1.0, 1.0, 2.0, 2.0, 0.2, 0.2, 0.4, 0.4, 1.0, 3.0, 6.0990195, 7.0, 34.223747, 28.530228, 17.90338, 17.90338, 10.197529, 29.429466, 38.64375, 45.22781, 4.7097826, 7.770181, 6.1718206, 6.2045035
1 17051 msmarco_doc_07_399735529 2.0, 2.0, 3.0, 3.0, 0.6666667, 0.6666667, 1.0, 1.0, 2.0, 4.3166246, 9.44949, 10.988168, 22.971298, 20.002674, 13.790755, 13.790755, 15.63531, 38.2578, 56.373512, 65.538414, 8.946655, 10.446896, 8.90763, 9.452184
0 17051 msmarco_doc_07_1524231863 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.971298, 20.002674, 13.790755, 13.790755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0 170513 msmarco_doc_07_399735529 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 1.4142135, 1.4142135, 38.922092, 33.045303, 21.870756, 21.870756, 0.0, 0.0, 2.639084, 2.639084, 0.0, 0.0, 0.53045154, 0.5372182
1 170513 msmarco_doc_07_1524231863 2.0, 2.0, 3.0, 3.0, 0.4, 0.4, 0.6, 0.6, 2.0, 2.828427, 8.594542, 9.507772, 38.922092, 33.045303, 21.870756, 21.870756, 19.863169, 26.697712, 52.84156, 59.315826, 9.145853, 13.5229435, 13.945903, 14.109079
1 170514 msmarco_doc_10_639956545 2.0, 3.0, 4.0, 4.0, 0.33333334, 0.5, 0.6666667, 0.6666667, 2.0, 6.705716, 13.653644, 15.70972, 51.346798, 44.54919, 29.782295, 29.782295, 19.392498, 52.888054, 71.86644, 82.69487, 8.018371, 13.951645, 11.36236, 11.42311
0 170514 msmarco_doc_07_486233825 0.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 9.122417, 9.122417, 51.346798, 44.54919, 29.782295, 29.782295, 0.0, 0.0, 58.811295, 58.811295, 0.0, 0.0, 8.148542, 8.2115
0 170516 msmarco_doc_10_639956545 1.0, 2.0, 4.0, 4.0, 0.2, 0.4, 0.8, 0.8, 1.0, 4.0599647, 10.232858, 11.621232, 32.115585, 26.662634, 15.9471, 15.9471, 10.197529, 31.284166, 42.670876, 49.75815, 4.241483, 7.6985936, 6.853905, 6.898509
1 170516 msmarco_doc_07_486233825 0.0, 1.0, 4.0, 4.0, 0.0, 0.2, 0.8, 0.8, 0.0, 1.0, 19.210348, 19.287964, 32.115585, 26.662634, 15.9471, 15.9471, 0.0, 5.955751, 79.43989, 79.71689, 0.0, 2.1086745, 8.59686, 8.625318
1 170517 msmarco_doc_09_906235976 4.0, 4.0, 5.0, 5.0, 0.8, 0.8, 1.0, 1.0, 4.0, 5.656854, 15.557267, 17.289944, 37.48467, 32.285515, 19.80584, 19.80584, 29.499466, 36.73057, 69.66581, 76.1322, 7.4052935, 11.054611, 12.167129, 12.196754
0 170517 msmarco_doc_16_2003821312 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37.48467, 32.285515, 19.80584, 19.80584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
