1 116230 msmarco_doc_16_4110187908 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.4142135, 7.937254, 8.124039, 21.420115, 18.68927, 13.127016, 13.127016, 12.155892, 15.64288, 67.62418, 69.21556, 7.339161, 3.6021762, 6.927732, 6.9148245
0 116230 msmarco_doc_28_272303310 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.420115, 18.68927, 13.127016, 13.127016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0 1162300 msmarco_doc_16_4110187908 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.4, 0.4, 0.0, 0.0, 3.1462643, 3.1462643, 40.947624, 35.61989, 24.342176, 24.342176, 0.0, 0.0, 5.7222805, 5.7222805, 0.0, 0.0, 0.0, 0.0
1 1162300 msmarco_doc_28_272303310 2.0, 2.0, 2.0, 2.0, 0.4, 0.4, 0.4, 0.4, 2.0, 2.828427, 6.8284273, 7.6755238, 40.947624, 35.61989, 24.342176, 24.342176, 27.443626, 36.441574, 63.533134, 71.745224, 11.771659, 19.211971, 16.34484, 16.497316
1 1162301 msmarco_doc_09_1864250038 1.0, 4.0, 4.0, 4.0, 0.25, 1.0, 1.0, 1.0, 1.0, 6.685558, 9.228327, 11.58403, 26.12048, 22.894226, 16.129978, 16.129978, 11.673538, 42.552364, 52.147903, 62.222145, 5.469818, 9.722774, 8.978333, 9.450736
0 1162301 msmarco_doc_42_1837670726 0.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.75, 0.75, 0.0, 0.0, 3.4142137, 3.4142137, 26.12048, 22.894226, 16.129978, 16.129978, 0.0, 0.0, 7.67566, 7.675659, 0.0, 0.0, 1.0083861, 1.0251131
0 1162302 msmarco_doc_09_1864250038 0.0, 2.0, 3.0, 3.0, 0.0, 0.4, 0.6, 0.6, 0.0, 3.236068, 6.095241, 7.3278046, 33.07238, 27.186895, 18.270008, 18.270004, 0.0, 9.729864, 8.91785, 11.09159, 0.0, 0.0, 0.0, 0.0
1 1162302 msmarco_doc_42_1837670726 0.0, 3.0, 5.0, 5.0, 0.0, 0.6, 1.0, 1.0, 0.0, 3.0, 15.205187, 15.555164, 33.07238, 27.186895, 18.270008, 18.270004, 0.0, 20.752254, 62.037457, 63.869045, 0.0, 9.526317, 10.717181, 10.787548
1 1162303 msmarco_doc_51_178112436 1.0, 1.0, 4.0, 4.0, 0.14285715, 0.14285715, 0.5714286, 0.5714286, 1.0, 1.4142135, 9.625167, 10.0501995, 46.162235, 37.382973, 25.209385, 25.209381, 8.268738, 9.841666, 21.514908, 23.3124, 3.5228748, 4.704951, 3.0958762, 3.1209903
0 1162303 msmarco_doc_10_306807819 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.2857143, 0.2857143, 0.0, 0.0, 5.236068, 5.236068, 46.162235, 37.382973, 25.209385, 25.209381, 0.0, 0.0, 5.622238, 5.6222324, 0.0, 0.0, 0.0, 0.0
0 1162307 msmarco_doc_51_178112436 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 1.4142135, 1.4142135, 35.99267, 31.767118, 24.31932, 24.31932, 0.0, 0.0, 2.2629807, 2.2629807, 0.0, 0.0, 0.0, 0.0
1 1162307 msmarco_doc_10_306807819 1.0, 1.0, 2.0, 2.0, 0.2, 0.2, 0.4, 0.4, 1.0, 1.0, 4.236068, 4.645751, 35.99267, 31.767118, 24.31932, 24.31932, 16.604408, 16.604408, 37.699707, 44.218285, 9.771881, 10.805806, 13.743786, 14.070158
1 1162308 msmarco_doc_30_1102951868 1.0, 1.0, 3.0, 3.0, 0.25, 0.25, 0.75, 0.75, 1.0, 2.0, 10.672092, 11.1582775, 25.30666, 20.304619, 11.183094, 11.183094, 6.994923, 11.690396, 24.298866, 25.8678, 3.4420667, 3.7712195, 3.4033527, 3.4109173
0 1162308 msmarco_doc_37_977356200 0.0, 1.0, 2.0, 2.0, 0.0, 0.25, 0.5, 0.5, 0.0, 2.4494898, 5.0, 5.690416, 25.30666, 20.304619, 11.183094, 11.183094, 0.0, 4.8779826, 6.9482403, 7.6592007, 0.0, 0.0, 0.8366556, 0.79521215
0 1162309 msmarco_doc_30_1102951868 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 2.0, 2.0, 27.090538, 22.767471, 14.269173, 14.269172, 0.0, 0.0, 3.2003381, 3.2003381, 0.0, 0.0, 0.0, 0.0
1 1162309 msmarco_doc_37_977356200 4.0, 4.0, 4.0, 4.0, 1.0, 1.0, 1.0, 1.0, 4.0, 6.8729835, 12.275597, 14.891962, 27.090538, 22.767471, 14.269173, 14.269172, 27.090538, 54.83569, 64.72653, 76.15436, 9.486133, 9.401798, 7.647418, 7.9401336
0 1162311 msmarco_doc_16_2051606503 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 3.0, 3.0, 23.59721, 19.352516, 11.5268135, 11.526813, 0.0, 0.0, 5.7730985, 5.7730985, 0.0, 0.0, 0.0, 0.0
1 1162311 msmarco_doc_54_833684478 1.0, 1.0, 2.0, 2.0, 0.25, 0.25, 0.5, 0.5, 1.4142135, 4.7958317, 16.231546, 17.03122, 23.59721, 19.352516, 11.5268135, 11.526813, 12.940433, 37.15348, 73.42293, 77.1937, 5.1338806, 6.4342604, 3.670305, 3.67618
1 1162312 msmarco_doc_16_2051606503 1.0, 3.0, 5.0, 5.0, 0.2, 0.6, 1.0, 1.0, 1.0, 5.8284273, 26.900593, 27.643316, 33.806877, 27.97069, 18.495956, 18.495956, 6.908345, 40.31382, 120.615906, 124.18315, 3.3919988, 13.37817, 10.825378, 10.916169
0 1162312 msmarco_doc_54_833684478 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 1.0, 1.0, 33.806877, 27.97069, 18.495956, 18.495956, 0.0, 0.0, 1.6001691, 1.6001691, 0.0, 0.0, 0.0, 0.0
1 1162316 msmarco_doc_16_1663426385 2.0, 3.0, 6.0, 6.0, 0.2, 0.3, 0.6, 0.6, 2.0, 3.8284273, 28.556221, 29.14116, 71.96279, 59.59695, 37.645264, 37.645264, 21.361364, 30.144823, 108.061386, 111.801285, 11.1488285, 13.401961, 15.508707, 15.5701275
